Datetime,Symbol,GAP,Future_15m,Future_30m,Future_60m,Rank
2026-06-02 09:15:00+05:30,KPITTECH.NS,-0.2662,0.3355,0.7828,1.901,9
2026-06-03 09:15:00+05:30,KPITTECH.NS,-1.4851,-0.4106,-0.5004,-0.7892,30
2026-06-04 09:15:00+05:30,KPITTECH.NS,-0.5489,0.1564,0.6777,0.769,26
2026-06-05 09:15:00+05:30,KPITTECH.NS,0.9053,-0.386,-0.4053,-0.2895,5
2026-06-08 09:15:00+05:30,KPITTECH.NS,-0.7222,-0.3437,0.3966,0.2974,7
2026-06-09 09:15:00+05:30,KPITTECH.NS,0.523,-0.6274,-0.918,-1.1689,17
2026-06-10 09:15:00+05:30,KPITTECH.NS,-0.3108,0.2124,0.5775,-0.2921,28
2026-06-11 09:15:00+05:30,KPITTECH.NS,-0.9065,0.6773,0.1866,0.85,28
2026-06-12 09:15:00+05:30,KPITTECH.NS,0.8685,-0.1211,-0.4374,-0.0875,15
2026-06-15 09:15:00+05:30,KPITTECH.NS,0.8056,0.8742,0.4536,0.6968,23
2026-06-16 09:15:00+05:30,KPITTECH.NS,0.9445,0.4401,0.2036,0.1905,3
2026-06-17 09:15:00+05:30,KPITTECH.NS,0.8592,-0.0657,-0.3611,-0.7157,2
2026-06-18 09:15:00+05:30,KPITTECH.NS,-0.0532,0.1409,0.2618,1.4028,27
2026-06-19 09:15:00+05:30,KPITTECH.NS,-3.1839,0.3068,0.6135,0.6135,30
2026-06-22 09:15:00+05:30,KPITTECH.NS,-0.3842,-0.1977,0.87,0.2175,29
2026-06-23 09:15:00+05:30,KPITTECH.NS,-0.1388,-0.1135,0.3672,0.2136,25
2026-06-24 09:15:00+05:30,KPITTECH.NS,-0.2901,0.0603,-0.878,-0.248,28
2026-06-25 09:15:00+05:30,KPITTECH.NS,0.7048,-0.2975,-0.6559,-0.1014,5
2026-05-19 09:15:00+05:30,MARICO.NS,-0.4378,0.1671,0.2864,0.2446,27
2026-05-20 09:15:00+05:30,MARICO.NS,-0.4384,0.4401,-0.4341,-0.2834,14
2026-05-21 09:15:00+05:30,MARICO.NS,0.5184,-0.2498,-0.6959,-0.7554,18
2026-05-22 09:15:00+05:30,MARICO.NS,0.2229,-0.3535,-0.1678,-0.4434,17
2026-05-25 09:15:00+05:30,MARICO.NS,0.6971,-0.8598,-0.689,-0.5793,18
2026-05-26 09:15:00+05:30,MARICO.NS,-0.0061,-0.17,0.3462,0.4858,19
2026-05-27 09:15:00+05:30,MARICO.NS,1.0101,0.2864,0.3998,0.3759,1
2026-05-29 09:15:00+05:30,MARICO.NS,0.4977,-0.4362,-0.3525,-0.6393,9
2026-06-01 09:15:00+05:30,MARICO.NS,-1.3305,0.32,0.0431,-0.4615,29
2026-06-02 09:15:00+05:30,MARICO.NS,-0.7659,-0.1626,-0.2814,0.3377,20
2026-06-03 09:15:00+05:30,MARICO.NS,-0.5117,0.1988,-0.2113,0.2175,27
2026-06-04 09:15:00+05:30,MARICO.NS,0.3217,0.3185,0.5634,0.7594,4
2026-06-05 09:15:00+05:30,MARICO.NS,0.3918,0.0796,0.0613,0.196,11
2026-06-08 09:15:00+05:30,MARICO.NS,-0.6228,-0.0062,-0.0682,-0.4709,6
2026-06-09 09:15:00+05:30,MARICO.NS,0.9395,-0.2478,-0.1239,0.0867,4
2026-06-10 09:15:00+05:30,MARICO.NS,0.0615,0.4773,0.586,-0.0967,10
2026-06-11 09:15:00+05:30,MARICO.NS,0.0,-0.3829,-0.3282,-0.4194,3
2026-06-12 09:15:00+05:30,MARICO.NS,0.6228,-0.0494,0.0618,0.142,22
2026-06-15 09:15:00+05:30,MARICO.NS,1.1261,-0.502,-0.6121,-0.5448,17
2026-06-16 09:15:00+05:30,MARICO.NS,0.0432,-0.0737,0.1105,0.3378,27
2026-06-17 09:15:00+05:30,MARICO.NS,-0.2158,-0.1297,0.0865,0.0556,27
2026-06-18 09:15:00+05:30,MARICO.NS,1.0114,0.4552,0.3884,0.1882,1
2026-06-19 09:15:00+05:30,MARICO.NS,-0.2741,0.0306,0.1773,0.4218,15
2026-06-22 09:15:00+05:30,MARICO.NS,0.3424,-0.3686,-0.344,-0.1904,12
2026-06-23 09:15:00+05:30,MARICO.NS,0.1291,0.5922,0.7217,0.5613,17
2026-06-24 09:15:00+05:30,MARICO.NS,0.4811,-0.5172,-1.3021,-0.9066,7
2026-06-25 09:15:00+05:30,MARICO.NS,-0.0305,-0.0365,0.822,1.1142,26
2026-05-19 09:15:00+05:30,MRF.NS,-0.0077,-0.3937,-0.4951,-0.3664,19
2026-05-20 09:15:00+05:30,MRF.NS,-0.3945,0.0516,0.2461,0.0635,12
2026-05-21 09:15:00+05:30,MRF.NS,0.4208,-0.0784,0.0275,0.0314,21
2026-05-22 09:15:00+05:30,MRF.NS,0.4957,-0.0357,0.0753,0.0634,6
2026-05-25 09:15:00+05:30,MRF.NS,1.1161,-0.1487,-0.0626,0.4773,8
2026-05-26 09:15:00+05:30,MRF.NS,0.3774,-0.0426,-0.3522,-0.387,4
2026-05-27 09:15:00+05:30,MRF.NS,0.2828,-0.0078,-0.2742,-0.2194,10
2026-05-29 09:15:00+05:30,MRF.NS,0.1614,-0.2221,-0.1705,-0.23,17
2026-06-01 09:15:00+05:30,MRF.NS,1.0706,-0.1044,-0.4336,-0.3011,5
2026-06-02 09:15:00+05:30,MRF.NS,-0.8814,0.0242,0.0444,0.2542,22
2026-06-03 09:15:00+05:30,MRF.NS,0.2045,-0.1278,-0.1198,-0.1278,12
2026-06-04 09:15:00+05:30,MRF.NS,-0.156,0.2038,0.1478,0.2038,16
2026-06-05 09:15:00+05:30,MRF.NS,0.3809,-0.1279,-0.1678,-0.4636,12
2026-06-08 09:15:00+05:30,MRF.NS,-0.1783,-0.0325,-0.0122,0.0122,1
2026-06-09 09:15:00+05:30,MRF.NS,0.566,0.0243,-0.0527,-0.3283,14
2026-06-10 09:15:00+05:30,MRF.NS,0.1468,-0.0041,-0.3492,-0.2842,8
2026-06-11 09:15:00+05:30,MRF.NS,-0.0693,0.4039,0.0938,0.4896,7
2026-06-12 09:15:00+05:30,MRF.NS,0.7077,-0.2254,-0.2535,-0.2535,20
2026-06-15 09:15:00+05:30,MRF.NS,1.3788,1.6784,1.407,1.0388,14
2026-06-16 09:15:00+05:30,MRF.NS,1.0062,-0.163,-0.0155,-0.1009,2
2026-06-17 09:15:00+05:30,MRF.NS,0.2682,0.1167,-0.1868,-0.0934,15
2026-06-18 09:15:00+05:30,MRF.NS,0.0039,0.0039,-0.1082,-0.3168,24
2026-06-19 09:15:00+05:30,MRF.NS,-0.2299,-0.3073,-0.2881,-0.4839,13
2026-06-22 09:15:00+05:30,MRF.NS,-0.3098,0.6235,0.7475,1.2393,27
2026-06-23 09:15:00+05:30,MRF.NS,0.0456,0.0227,0.0151,-0.1286,19
2026-06-24 09:15:00+05:30,MRF.NS,-0.0419,-0.3625,-0.6602,-0.2633,23
2026-06-25 09:15:00+05:30,MRF.NS,0.5936,0.0649,-0.0267,0.0687,9
2026-05-19 09:15:00+05:30,PIIND.NS,0.1195,0.1666,0.6918,1.2652,17
2026-05-20 09:15:00+05:30,PIIND.NS,-7.0985,0.9741,0.9016,0.6563,30
2026-05-21 09:15:00+05:30,PIIND.NS,0.1834,-0.586,-0.4186,-0.8372,26
2026-05-22 09:15:00+05:30,PIIND.NS,0.7079,0.0254,0.0763,0.9302,2
2026-05-25 09:15:00+05:30,PIIND.NS,0.5179,-0.3961,-0.1499,0.5316,21
2026-05-26 09:15:00+05:30,PIIND.NS,0.2808,-0.1892,-0.0701,-0.3819,7
2026-05-27 09:15:00+05:30,PIIND.NS,0.215,0.2989,0.2743,0.2743,16
2026-05-29 09:15:00+05:30,PIIND.NS,0.3796,-0.3209,-0.2363,-0.5149,12
2026-06-01 09:15:00+05:30,PIIND.NS,0.5333,-0.0579,-0.5389,-0.5498,10
2026-06-02 09:15:00+05:30,PIIND.NS,-0.9768,0.4968,0.6673,0.6562,25
2026-06-03 09:15:00+05:30,PIIND.NS,0.0839,-0.0257,-0.3273,-0.331,14
2026-06-04 09:15:00+05:30,PIIND.NS,-0.1242,-0.335,0.0331,-0.1252,14
2026-06-05 09:15:00+05:30,PIIND.NS,0.362,0.2372,0.2372,0.8468,15
2026-06-08 09:15:00+05:30,PIIND.NS,-0.7322,-0.4937,0.2005,0.6014,9
2026-06-09 09:15:00+05:30,PIIND.NS,0.8468,0.2319,0.5043,0.2871,10
2026-06-10 09:15:00+05:30,PIIND.NS,-0.5368,-0.6888,-1.0279,-1.8216,30
2026-06-11 09:15:00+05:30,PIIND.NS,-0.6854,0.592,0.1112,0.2224,26
2026-06-12 09:15:00+05:30,PIIND.NS,0.4455,0.2797,-0.1841,0.1841,29
2026-06-15 09:15:00+05:30,PIIND.NS,0.9677,-0.6955,-0.9227,-1.2704,20
2026-06-16 09:15:00+05:30,PIIND.NS,0.7067,-0.0349,0.7083,0.6281,6
2026-06-17 09:15:00+05:30,PIIND.NS,0.0209,-0.3591,-0.6346,-0.6415,21
2026-06-18 09:15:00+05:30,PIIND.NS,0.0352,0.2497,0.1583,-0.0317,22
2026-06-19 09:15:00+05:30,PIIND.NS,-0.2108,-0.0141,-0.1307,-0.2225,12
2026-06-22 09:15:00+05:30,PIIND.NS,0.3103,-0.0746,0.4155,0.1101,15
2026-06-23 09:15:00+05:30,PIIND.NS,0.1889,-0.3196,0.1598,-0.0426,14
2026-06-24 09:15:00+05:30,PIIND.NS,0.181,-0.08,-0.5527,0.0691,17
2026-06-25 09:15:00+05:30,PIIND.NS,0.9174,0.0073,-0.2321,0.1487,3
2026-05-19 09:15:00+05:30,POLYCAB.NS,0.1912,0.3343,0.7562,0.811,13
2026-05-20 09:15:00+05:30,POLYCAB.NS,-0.9386,0.2158,0.935,1.2614,24
2026-05-21 09:15:00+05:30,POLYCAB.NS,0.5762,0.2591,-0.2645,-0.2645,14
2026-05-22 09:15:00+05:30,POLYCAB.NS,0.2719,0.1517,0.0163,0.195,13
2026-05-25 09:15:00+05:30,POLYCAB.NS,0.4318,0.0803,0.5569,0.5141,25
2026-05-26 09:15:00+05:30,POLYCAB.NS,-0.2764,-0.2126,-0.0585,0.2179,25
2026-05-27 09:15:00+05:30,POLYCAB.NS,-0.2648,-0.3,-0.419,-0.1397,28
2026-05-29 09:15:00+05:30,POLYCAB.NS,0.207,-0.2839,-0.2633,-0.5265,16
2026-06-01 09:15:00+05:30,POLYCAB.NS,0.1159,-0.431,-0.7201,-1.1458,18
2026-06-02 09:15:00+05:30,POLYCAB.NS,-0.9282,0.0746,0.9273,1.3749,23
2026-06-03 09:15:00+05:30,POLYCAB.NS,-0.5032,0.0418,-0.5015,-0.3761,25
2026-06-04 09:15:00+05:30,POLYCAB.NS,-0.0314,0.8917,0.6844,0.8606,9
2026-06-05 09:15:00+05:30,POLYCAB.NS,0.3756,0.2162,-0.242,-0.1853,13
2026-06-08 09:15:00+05:30,POLYCAB.NS,-0.9929,-0.0365,0.2188,0.1927,18
2026-06-09 09:15:00+05:30,POLYCAB.NS,0.8933,0.2602,0.4268,0.7026,8
2026-06-10 09:15:00+05:30,POLYCAB.NS,0.3016,-0.1518,-0.089,-0.3768,3
2026-06-11 09:15:00+05:30,POLYCAB.NS,-0.4506,0.3437,0.0687,0.6556,18
2026-06-12 09:15:00+05:30,POLYCAB.NS,1.2226,-0.0264,-0.1426,-0.1056,8
2026-06-15 09:15:00+05:30,POLYCAB.NS,0.6699,0.0781,-0.276,-0.2396,24
2026-06-16 09:15:00+05:30,POLYCAB.NS,0.4866,-0.7735,-0.5801,-0.3554,14
2026-06-17 09:15:00+05:30,POLYCAB.NS,0.4275,0.383,0.8282,1.6149,7
2026-06-18 09:15:00+05:30,POLYCAB.NS,0.2923,-0.0751,-0.4754,-0.4604,14
2026-06-19 09:15:00+05:30,POLYCAB.NS,-0.6036,-0.222,-0.4237,-0.57,27
2026-06-22 09:15:00+05:30,POLYCAB.NS,0.1091,-0.174,-0.2635,0.0348,22
2026-06-23 09:15:00+05:30,POLYCAB.NS,0.005,0.2299,0.05,-0.2449,22
2026-06-24 09:15:00+05:30,POLYCAB.NS,-0.2971,-0.6578,-1.184,-1.0322,29
2026-06-25 09:15:00+05:30,POLYCAB.NS,0.0774,0.5777,0.6402,0.5725,25
2026-05-19 09:15:00+05:30,SUPREMEIND.NS,-0.0028,-0.1148,-0.6343,-0.4047,18
2026-05-20 09:15:00+05:30,SUPREMEIND.NS,-0.1773,0.1724,0.2221,0.1198,5
2026-05-21 09:15:00+05:30,SUPREMEIND.NS,-0.7586,0.1754,0.0862,0.0115,30
2026-05-22 09:15:00+05:30,SUPREMEIND.NS,0.1616,-0.1981,0.0431,0.4824,18
2026-05-25 09:15:00+05:30,SUPREMEIND.NS,0.4781,-0.2003,0.1224,0.6259,24
2026-05-26 09:15:00+05:30,SUPREMEIND.NS,0.1107,-0.0752,-0.17,-0.6131,14
2026-05-27 09:15:00+05:30,SUPREMEIND.NS,0.1932,-0.0725,-0.0418,-0.1533,17
2026-05-29 09:15:00+05:30,SUPREMEIND.NS,0.1181,-0.8083,-0.3958,-0.5121,19
2026-06-01 09:15:00+05:30,SUPREMEIND.NS,1.0986,-0.0341,0.3154,-0.2046,4
2026-06-02 09:15:00+05:30,SUPREMEIND.NS,-0.7242,0.0715,0.5948,0.449,17
2026-06-03 09:15:00+05:30,SUPREMEIND.NS,0.0028,0.2201,-0.0762,-0.3358,17
2026-06-04 09:15:00+05:30,SUPREMEIND.NS,-0.0951,-0.1655,0.7263,1.1077,12
2026-06-05 09:15:00+05:30,SUPREMEIND.NS,-0.3569,-0.0305,-0.4265,0.2603,29
2026-06-08 09:15:00+05:30,SUPREMEIND.NS,-1.0994,-0.3827,0.0366,-0.197,21
2026-06-09 09:15:00+05:30,SUPREMEIND.NS,0.4984,0.0541,-0.0256,0.0057,18
2026-06-10 09:15:00+05:30,SUPREMEIND.NS,0.0457,0.6542,0.6742,-0.0114,12
2026-06-11 09:15:00+05:30,SUPREMEIND.NS,-0.4109,0.17,-0.3774,-0.2737,16
2026-06-12 09:15:00+05:30,SUPREMEIND.NS,0.4762,-0.0942,-0.0971,-0.0314,27
2026-06-15 09:15:00+05:30,SUPREMEIND.NS,0.955,-0.2319,-0.4498,-0.3157,21
2026-06-16 09:15:00+05:30,SUPREMEIND.NS,0.1182,0.095,0.1425,0.2794,25
2026-06-17 09:15:00+05:30,SUPREMEIND.NS,0.3709,-0.4765,-0.2439,-0.5105,9
2026-06-18 09:15:00+05:30,SUPREMEIND.NS,0.0,-0.045,-0.2477,-0.2646,25
2026-06-19 09:15:00+05:30,SUPREMEIND.NS,-0.4029,-0.2516,-0.2373,0.2173,20
2026-06-22 09:15:00+05:30,SUPREMEIND.NS,0.5021,0.6083,0.3336,0.042,7
2026-06-23 09:15:00+05:30,SUPREMEIND.NS,0.2871,-0.5306,-0.2117,-0.2474,11
2026-06-24 09:15:00+05:30,SUPREMEIND.NS,0.2547,-1.0933,-1.5995,-0.906,14
2026-06-25 09:15:00+05:30,SUPREMEIND.NS,-0.4381,-1.03,-1.0816,-1.4431,30
2026-05-19 09:15:00+05:30,SUZLON.NS,0.2434,0.0,-0.1124,0.1873,10
2026-05-20 09:15:00+05:30,SUZLON.NS,-0.4354,-0.1526,0.1717,0.0572,13
2026-05-21 09:15:00+05:30,SUZLON.NS,0.7599,0.1126,0.1313,0.8443,9
2026-05-22 09:15:00+05:30,SUZLON.NS,0.8158,-0.4117,-0.5988,-0.4117,1
2026-05-25 09:15:00+05:30,SUZLON.NS,1.5407,-0.0733,0.0917,0.1283,3
2026-05-26 09:15:00+05:30,SUZLON.NS,0.3745,0.3152,0.4079,2.1139,5
2026-05-27 09:15:00+05:30,SUZLON.NS,0.348,-0.1991,-0.2715,0.5611,9
2026-05-29 09:15:00+05:30,SUZLON.NS,0.4329,-0.4728,0.0,-0.07,10
2026-06-01 09:15:00+05:30,SUZLON.NS,-0.2983,-1.3526,-1.028,-1.8034,23
2026-06-02 09:15:00+05:30,SUZLON.NS,-1.6558,-0.3958,-0.0189,0.0377,29
2026-06-03 09:15:00+05:30,SUZLON.NS,0.2384,0.3342,0.0557,-0.0743,11
2026-06-04 09:15:00+05:30,SUZLON.NS,-0.2391,-0.6107,-0.0898,-0.4491,18
2026-06-05 09:15:00+05:30,SUZLON.NS,0.5405,-0.3585,-0.4123,-0.3764,7
2026-06-08 09:15:00+05:30,SUZLON.NS,-1.8116,-0.1445,-0.1987,-0.1806,28
2026-06-09 09:15:00+05:30,SUZLON.NS,0.8672,-0.1279,-0.2192,0.0,9
2026-06-10 09:15:00+05:30,SUZLON.NS,-0.0543,0.0183,0.0731,0.0731,16
2026-06-11 09:15:00+05:30,SUZLON.NS,-0.5,0.5794,0.243,0.5794,22
2026-06-12 09:15:00+05:30,SUZLON.NS,1.1236,0.3875,0.0369,0.6827,10
2026-06-15 09:15:00+05:30,SUZLON.NS,2.3771,0.6403,0.0534,0.1601,3
2026-06-16 09:15:00+05:30,SUZLON.NS,0.5925,0.2106,2.0709,2.7729,8
2026-06-17 09:15:00+05:30,SUZLON.NS,0.6218,-0.5724,-0.052,0.052,3
2026-06-18 09:15:00+05:30,SUZLON.NS,0.0,0.1018,-0.0339,-0.1696,26
2026-06-19 09:15:00+05:30,SUZLON.NS,0.0514,-0.1191,-0.1701,0.5954,3
2026-06-22 09:15:00+05:30,SUZLON.NS,0.3373,0.3038,0.0675,0.3376,13
2026-06-23 09:15:00+05:30,SUZLON.NS,0.3553,-0.4224,-0.4224,-0.4393,8
2026-06-24 09:15:00+05:30,SUZLON.NS,0.0,-0.6156,-0.9918,-0.8721,22
2026-06-25 09:15:00+05:30,SUZLON.NS,0.6219,-0.0172,-0.551,-0.9125,7
2026-05-19 09:15:00+05:30,VOLTAS.NS,-0.0159,0.0,-0.2261,0.4366,21
2026-05-20 09:15:00+05:30,VOLTAS.NS,-0.5457,-0.3007,-0.4241,-0.4934,19
2026-05-21 09:15:00+05:30,VOLTAS.NS,0.6328,-0.1625,-0.6112,-0.588,13
2026-05-22 09:15:00+05:30,VOLTAS.NS,0.0706,-0.2519,-0.3778,-0.2283,23
2026-05-25 09:15:00+05:30,VOLTAS.NS,1.2696,0.1638,-0.0702,0.3977,7
2026-05-26 09:15:00+05:30,VOLTAS.NS,-0.2174,-0.2965,-0.3823,-0.0468,24
2026-05-27 09:15:00+05:30,VOLTAS.NS,-0.11,-0.4949,-0.5264,-0.9034,23
2026-05-29 09:15:00+05:30,VOLTAS.NS,0.095,-0.2061,0.3408,0.2774,20
2026-06-01 09:15:00+05:30,VOLTAS.NS,0.024,-0.3151,-0.3313,-0.2101,20
2026-06-02 09:15:00+05:30,VOLTAS.NS,-0.7751,0.5198,0.8828,1.2706,21
2026-06-03 09:15:00+05:30,VOLTAS.NS,-0.0564,0.1794,0.0326,-0.1223,19
2026-06-04 09:15:00+05:30,VOLTAS.NS,-0.5829,1.9351,3.4816,2.3475,29
2026-06-05 09:15:00+05:30,VOLTAS.NS,0.3187,0.6404,0.054,0.1929,19
2026-06-08 09:15:00+05:30,VOLTAS.NS,-1.5405,0.2805,1.5893,2.2904,25
2026-06-09 09:15:00+05:30,VOLTAS.NS,0.7323,0.4407,0.5103,0.4562,11
2026-06-10 09:15:00+05:30,VOLTAS.NS,-0.4525,-0.054,1.4434,1.2658,29
2026-06-11 09:15:00+05:30,VOLTAS.NS,-0.4883,0.2417,-0.0546,0.3431,20
2026-06-12 09:15:00+05:30,VOLTAS.NS,1.4834,-0.0155,-0.1163,-0.031,5
2026-06-15 09:15:00+05:30,VOLTAS.NS,2.4803,0.274,0.1522,0.86,2
2026-06-16 09:15:00+05:30,VOLTAS.NS,0.2714,0.135,0.0375,0.3,19
2026-06-17 09:15:00+05:30,VOLTAS.NS,-0.128,0.4908,0.5347,0.3662,25
2026-06-18 09:15:00+05:30,VOLTAS.NS,0.51,-0.1701,-0.3771,0.5398,3
2026-06-19 09:15:00+05:30,VOLTAS.NS,-0.1767,-0.186,0.0223,0.186,10
2026-06-22 09:15:00+05:30,VOLTAS.NS,3.6688,-2.4745,-2.5458,-3.0093,1
2026-06-23 09:15:00+05:30,VOLTAS.NS,0.1551,-0.7669,-1.1914,-1.4743,15
2026-06-24 09:15:00+05:30,VOLTAS.NS,0.3171,-0.2658,-0.6074,-0.6606,10
2026-06-25 09:15:00+05:30,VOLTAS.NS,0.267,0.1669,0.1669,0.2883,17
