Datetime,Symbol,Gap,RVOL,Future_15m,Future_30m,Future_60m,Rank
2026-06-03 09:15:00+05:30,KPITTECH.NS,1.4851,0.8807,-0.4106,-0.5004,-0.7892,12
2026-06-04 09:15:00+05:30,KPITTECH.NS,0.5489,0.4061,0.1564,0.6777,0.769,24
2026-06-05 09:15:00+05:30,KPITTECH.NS,0.9053,0.3974,-0.386,-0.4053,-0.2895,26
2026-06-08 09:15:00+05:30,KPITTECH.NS,0.7222,2.8737,-0.3437,0.3966,0.2974,5
2026-06-09 09:15:00+05:30,KPITTECH.NS,0.523,0.3711,-0.6274,-0.918,-1.1689,27
2026-06-10 09:15:00+05:30,KPITTECH.NS,0.3108,0.9007,0.2124,0.5775,-0.2921,19
2026-06-11 09:15:00+05:30,KPITTECH.NS,0.9065,1.6682,0.6773,0.1866,0.85,5
2026-06-12 09:15:00+05:30,KPITTECH.NS,0.8685,1.8669,-0.1211,-0.4374,-0.0875,6
2026-06-15 09:15:00+05:30,KPITTECH.NS,0.8056,0.5205,0.8742,0.4536,0.6968,27
2026-06-16 09:15:00+05:30,KPITTECH.NS,0.9445,0.5326,0.4401,0.2036,0.1905,16
2026-06-17 09:15:00+05:30,KPITTECH.NS,0.8592,1.9384,-0.0657,-0.3611,-0.7157,8
2026-06-18 09:15:00+05:30,KPITTECH.NS,0.0532,1.1975,0.1409,0.2618,1.4028,11
2026-06-19 09:15:00+05:30,KPITTECH.NS,3.1839,3.1096,0.3068,0.6135,0.6135,1
2026-06-22 09:15:00+05:30,KPITTECH.NS,0.3842,0.3772,-0.1977,0.87,0.2175,28
2026-06-23 09:15:00+05:30,KPITTECH.NS,0.1388,0.5914,-0.1135,0.3672,0.2136,24
2026-06-24 09:15:00+05:30,KPITTECH.NS,0.2901,1.5817,0.0603,-0.878,-0.248,8
2026-06-25 09:15:00+05:30,KPITTECH.NS,0.7048,0.7609,-0.2975,-0.6559,-0.1014,19
2026-05-19 09:15:00+05:30,MARICO.NS,0.4378,0.8109,0.1671,0.2864,0.2446,16
2026-05-20 09:15:00+05:30,MARICO.NS,0.4384,2.4132,0.4401,-0.4341,-0.2834,8
2026-05-21 09:15:00+05:30,MARICO.NS,0.5184,0.9223,-0.2498,-0.6959,-0.7554,14
2026-05-22 09:15:00+05:30,MARICO.NS,0.2229,0.4643,-0.3535,-0.1678,-0.4434,20
2026-05-25 09:15:00+05:30,MARICO.NS,0.6971,4.186,-0.8598,-0.689,-0.5793,4
2026-05-26 09:15:00+05:30,MARICO.NS,0.0061,0.301,-0.17,0.3462,0.4858,27
2026-05-27 09:15:00+05:30,MARICO.NS,1.0101,2.3591,0.2864,0.3998,0.3759,7
2026-05-29 09:15:00+05:30,MARICO.NS,0.4977,2.5203,-0.4362,-0.3525,-0.6393,12
2026-06-01 09:15:00+05:30,MARICO.NS,1.3305,0.1193,0.32,0.0431,-0.4615,30
2026-06-02 09:15:00+05:30,MARICO.NS,0.7659,0.952,-0.1626,-0.2814,0.3377,21
2026-06-03 09:15:00+05:30,MARICO.NS,0.5117,1.6007,0.1988,-0.2113,0.2175,4
2026-06-04 09:15:00+05:30,MARICO.NS,0.3217,0.7227,0.3185,0.5634,0.7594,19
2026-06-05 09:15:00+05:30,MARICO.NS,0.3918,1.427,0.0796,0.0613,0.196,5
2026-06-08 09:15:00+05:30,MARICO.NS,0.6228,0.8058,-0.0062,-0.0682,-0.4709,21
2026-06-09 09:15:00+05:30,MARICO.NS,0.9395,2.2837,-0.2478,-0.1239,0.0867,5
2026-06-10 09:15:00+05:30,MARICO.NS,0.0615,0.9506,0.4773,0.586,-0.0967,18
2026-06-11 09:15:00+05:30,MARICO.NS,0.0,0.4126,-0.3829,-0.3282,-0.4194,22
2026-06-12 09:15:00+05:30,MARICO.NS,0.6228,1.377,-0.0494,0.0618,0.142,13
2026-06-15 09:15:00+05:30,MARICO.NS,1.1261,0.9004,-0.502,-0.6121,-0.5448,22
2026-06-16 09:15:00+05:30,MARICO.NS,0.0432,0.7954,-0.0737,0.1105,0.3378,11
2026-06-17 09:15:00+05:30,MARICO.NS,0.2158,0.8838,-0.1297,0.0865,0.0556,17
2026-06-18 09:15:00+05:30,MARICO.NS,1.0114,10.3423,0.4552,0.3884,0.1882,1
2026-06-19 09:15:00+05:30,MARICO.NS,0.2741,0.0583,0.0306,0.1773,0.4218,30
2026-06-22 09:15:00+05:30,MARICO.NS,0.3424,5.391,-0.3686,-0.344,-0.1904,4
2026-06-23 09:15:00+05:30,MARICO.NS,0.1291,0.5845,0.5922,0.7217,0.5613,25
2026-06-24 09:15:00+05:30,MARICO.NS,0.4811,0.7693,-0.5172,-1.3021,-0.9066,17
2026-06-25 09:15:00+05:30,MARICO.NS,0.0305,0.6214,-0.0365,0.822,1.1142,22
2026-05-19 09:15:00+05:30,MRF.NS,0.0077,1.6818,-0.3937,-0.4951,-0.3664,6
2026-05-20 09:15:00+05:30,MRF.NS,0.3945,0.9148,0.0516,0.2461,0.0635,19
2026-05-21 09:15:00+05:30,MRF.NS,0.4208,0.5159,-0.0784,0.0275,0.0314,20
2026-05-22 09:15:00+05:30,MRF.NS,0.4957,1.8282,-0.0357,0.0753,0.0634,5
2026-05-25 09:15:00+05:30,MRF.NS,1.1161,0.4506,-0.1487,-0.0626,0.4773,28
2026-05-26 09:15:00+05:30,MRF.NS,0.3774,1.1658,-0.0426,-0.3522,-0.387,7
2026-05-27 09:15:00+05:30,MRF.NS,0.2828,0.9404,-0.0078,-0.2742,-0.2194,19
2026-05-29 09:15:00+05:30,MRF.NS,0.1614,2.7122,-0.2221,-0.1705,-0.23,10
2026-06-01 09:15:00+05:30,MRF.NS,1.0706,0.9353,-0.1044,-0.4336,-0.3011,8
2026-06-02 09:15:00+05:30,MRF.NS,0.8814,0.3346,0.0242,0.0444,0.2542,28
2026-06-03 09:15:00+05:30,MRF.NS,0.2045,1.7069,-0.1278,-0.1198,-0.1278,3
2026-06-04 09:15:00+05:30,MRF.NS,0.156,0.5926,0.2038,0.1478,0.2038,20
2026-06-05 09:15:00+05:30,MRF.NS,0.3809,0.9432,-0.1279,-0.1678,-0.4636,10
2026-06-08 09:15:00+05:30,MRF.NS,0.1783,1.1145,-0.0325,-0.0122,0.0122,14
2026-06-09 09:15:00+05:30,MRF.NS,0.566,1.0649,0.0243,-0.0527,-0.3283,12
2026-06-10 09:15:00+05:30,MRF.NS,0.1468,0.8731,-0.0041,-0.3492,-0.2842,21
2026-06-11 09:15:00+05:30,MRF.NS,0.0693,1.3372,0.4039,0.0938,0.4896,10
2026-06-12 09:15:00+05:30,MRF.NS,0.7077,1.3348,-0.2254,-0.2535,-0.2535,14
2026-06-15 09:15:00+05:30,MRF.NS,1.3788,5.987,1.6784,1.407,1.0388,3
2026-06-16 09:15:00+05:30,MRF.NS,1.0062,0.2263,-0.163,-0.0155,-0.1009,28
2026-06-17 09:15:00+05:30,MRF.NS,0.2682,0.3966,0.1167,-0.1868,-0.0934,27
2026-06-18 09:15:00+05:30,MRF.NS,0.0039,1.0667,0.0039,-0.1082,-0.3168,15
2026-06-19 09:15:00+05:30,MRF.NS,0.2299,2.8977,-0.3073,-0.2881,-0.4839,2
2026-06-22 09:15:00+05:30,MRF.NS,0.3098,0.2863,0.6235,0.7475,1.2393,30
2026-06-23 09:15:00+05:30,MRF.NS,0.0456,5.0685,0.0227,0.0151,-0.1286,1
2026-06-24 09:15:00+05:30,MRF.NS,0.0419,0.4095,-0.3625,-0.6602,-0.2633,26
2026-06-25 09:15:00+05:30,MRF.NS,0.5936,0.7921,0.0649,-0.0267,0.0687,17
2026-05-19 09:15:00+05:30,PIIND.NS,0.1195,1.486,0.1666,0.6918,1.2652,8
2026-05-20 09:15:00+05:30,PIIND.NS,7.0985,33.018,0.9741,0.9016,0.6563,1
2026-05-21 09:15:00+05:30,PIIND.NS,0.1834,0.2631,-0.586,-0.4186,-0.8372,28
2026-05-22 09:15:00+05:30,PIIND.NS,0.7079,0.4708,0.0254,0.0763,0.9302,19
2026-05-25 09:15:00+05:30,PIIND.NS,0.5179,0.3418,-0.3961,-0.1499,0.5316,29
2026-05-26 09:15:00+05:30,PIIND.NS,0.2808,0.496,-0.1892,-0.0701,-0.3819,19
2026-05-27 09:15:00+05:30,PIIND.NS,0.215,2.2956,0.2989,0.2743,0.2743,8
2026-05-29 09:15:00+05:30,PIIND.NS,0.3796,0.3763,-0.3209,-0.2363,-0.5149,30
2026-06-01 09:15:00+05:30,PIIND.NS,0.5333,2.4729,-0.0579,-0.5389,-0.5498,2
2026-06-02 09:15:00+05:30,PIIND.NS,0.9768,2.1869,0.4968,0.6673,0.6562,8
2026-06-03 09:15:00+05:30,PIIND.NS,0.0839,0.5071,-0.0257,-0.3273,-0.331,24
2026-06-04 09:15:00+05:30,PIIND.NS,0.1242,2.1361,-0.335,0.0331,-0.1252,7
2026-06-05 09:15:00+05:30,PIIND.NS,0.362,0.1164,0.2372,0.2372,0.8468,29
2026-06-08 09:15:00+05:30,PIIND.NS,0.7322,1.368,-0.4937,0.2005,0.6014,12
2026-06-09 09:15:00+05:30,PIIND.NS,0.8468,2.3658,0.2319,0.5043,0.2871,4
2026-06-10 09:15:00+05:30,PIIND.NS,0.5368,3.4888,-0.6888,-1.0279,-1.8216,3
2026-06-11 09:15:00+05:30,PIIND.NS,0.6854,0.3921,0.592,0.1112,0.2224,25
2026-06-12 09:15:00+05:30,PIIND.NS,0.4455,0.2483,0.2797,-0.1841,0.1841,30
2026-06-15 09:15:00+05:30,PIIND.NS,0.9677,6.0371,-0.6955,-0.9227,-1.2704,2
2026-06-16 09:15:00+05:30,PIIND.NS,0.7067,0.2907,-0.0349,0.7083,0.6281,23
2026-06-17 09:15:00+05:30,PIIND.NS,0.0209,0.9983,-0.3591,-0.6346,-0.6415,14
2026-06-18 09:15:00+05:30,PIIND.NS,0.0352,1.4297,0.2497,0.1583,-0.0317,8
2026-06-19 09:15:00+05:30,PIIND.NS,0.2108,0.3727,-0.0141,-0.1307,-0.2225,27
2026-06-22 09:15:00+05:30,PIIND.NS,0.3103,1.7732,-0.0746,0.4155,0.1101,12
2026-06-23 09:15:00+05:30,PIIND.NS,0.1889,0.6026,-0.3196,0.1598,-0.0426,23
2026-06-24 09:15:00+05:30,PIIND.NS,0.181,3.0722,-0.08,-0.5527,0.0691,2
2026-06-25 09:15:00+05:30,PIIND.NS,0.9174,0.5996,0.0073,-0.2321,0.1487,24
2026-05-19 09:15:00+05:30,POLYCAB.NS,0.1912,0.3941,0.3343,0.7562,0.811,28
2026-05-20 09:15:00+05:30,POLYCAB.NS,0.9386,2.0309,0.2158,0.935,1.2614,11
2026-05-21 09:15:00+05:30,POLYCAB.NS,0.5762,1.3852,0.2591,-0.2645,-0.2645,10
2026-05-22 09:15:00+05:30,POLYCAB.NS,0.2719,0.2754,0.1517,0.0163,0.195,29
2026-05-25 09:15:00+05:30,POLYCAB.NS,0.4318,3.4535,0.0803,0.5569,0.5141,5
2026-05-26 09:15:00+05:30,POLYCAB.NS,0.2764,0.392,-0.2126,-0.0585,0.2179,22
2026-05-27 09:15:00+05:30,POLYCAB.NS,0.2648,1.9225,-0.3,-0.419,-0.1397,10
2026-05-29 09:15:00+05:30,POLYCAB.NS,0.207,1.1712,-0.2839,-0.2633,-0.5265,19
2026-06-01 09:15:00+05:30,POLYCAB.NS,0.1159,0.5331,-0.431,-0.7201,-1.1458,18
2026-06-02 09:15:00+05:30,POLYCAB.NS,0.9282,1.4501,0.0746,0.9273,1.3749,13
2026-06-03 09:15:00+05:30,POLYCAB.NS,0.5032,0.4503,0.0418,-0.5015,-0.3761,27
2026-06-04 09:15:00+05:30,POLYCAB.NS,0.0314,2.4574,0.8917,0.6844,0.8606,5
2026-06-05 09:15:00+05:30,POLYCAB.NS,0.3756,0.789,0.2162,-0.242,-0.1853,17
2026-06-08 09:15:00+05:30,POLYCAB.NS,0.9929,0.8444,-0.0365,0.2188,0.1927,20
2026-06-09 09:15:00+05:30,POLYCAB.NS,0.8933,0.7456,0.2602,0.4268,0.7026,15
2026-06-10 09:15:00+05:30,POLYCAB.NS,0.3016,1.9218,-0.1518,-0.089,-0.3768,9
2026-06-11 09:15:00+05:30,POLYCAB.NS,0.4506,0.4767,0.3437,0.0687,0.6556,21
2026-06-12 09:15:00+05:30,POLYCAB.NS,1.2226,1.2434,-0.0264,-0.1426,-0.1056,15
2026-06-15 09:15:00+05:30,POLYCAB.NS,0.6699,1.8276,0.0781,-0.276,-0.2396,14
2026-06-16 09:15:00+05:30,POLYCAB.NS,0.4866,1.105,-0.7735,-0.5801,-0.3554,10
2026-06-17 09:15:00+05:30,POLYCAB.NS,0.4275,0.8698,0.383,0.8282,1.6149,18
2026-06-18 09:15:00+05:30,POLYCAB.NS,0.2923,1.0979,-0.0751,-0.4754,-0.4604,13
2026-06-19 09:15:00+05:30,POLYCAB.NS,0.6036,0.8099,-0.222,-0.4237,-0.57,21
2026-06-22 09:15:00+05:30,POLYCAB.NS,0.1091,0.8015,-0.174,-0.2635,0.0348,22
2026-06-23 09:15:00+05:30,POLYCAB.NS,0.005,1.4688,0.2299,0.05,-0.2449,8
2026-06-24 09:15:00+05:30,POLYCAB.NS,0.2971,1.0618,-0.6578,-1.184,-1.0322,13
2026-06-25 09:15:00+05:30,POLYCAB.NS,0.0774,1.9946,0.5777,0.6402,0.5725,5
2026-05-19 09:15:00+05:30,SUPREMEIND.NS,0.0028,0.9963,-0.1148,-0.6343,-0.4047,12
2026-05-20 09:15:00+05:30,SUPREMEIND.NS,0.1773,1.4358,0.1724,0.2221,0.1198,13
2026-05-21 09:15:00+05:30,SUPREMEIND.NS,0.7586,0.4105,0.1754,0.0862,0.0115,23
2026-05-22 09:15:00+05:30,SUPREMEIND.NS,0.1616,2.6629,-0.1981,0.0431,0.4824,3
2026-05-25 09:15:00+05:30,SUPREMEIND.NS,0.4781,1.0128,-0.2003,0.1224,0.6259,19
2026-05-26 09:15:00+05:30,SUPREMEIND.NS,0.1107,0.5196,-0.0752,-0.17,-0.6131,18
2026-05-27 09:15:00+05:30,SUPREMEIND.NS,0.1932,0.5598,-0.0725,-0.0418,-0.1533,26
2026-05-29 09:15:00+05:30,SUPREMEIND.NS,0.1181,4.1635,-0.8083,-0.3958,-0.5121,3
2026-06-01 09:15:00+05:30,SUPREMEIND.NS,1.0986,0.6197,-0.0341,0.3154,-0.2046,14
2026-06-02 09:15:00+05:30,SUPREMEIND.NS,0.7242,1.2376,0.0715,0.5948,0.449,16
2026-06-03 09:15:00+05:30,SUPREMEIND.NS,0.0028,0.4829,0.2201,-0.0762,-0.3358,26
2026-06-04 09:15:00+05:30,SUPREMEIND.NS,0.0951,0.9734,-0.1655,0.7263,1.1077,16
2026-06-05 09:15:00+05:30,SUPREMEIND.NS,0.3569,1.3614,-0.0305,-0.4265,0.2603,6
2026-06-08 09:15:00+05:30,SUPREMEIND.NS,1.0994,0.3868,-0.3827,0.0366,-0.197,28
2026-06-09 09:15:00+05:30,SUPREMEIND.NS,0.4984,4.6244,0.0541,-0.0256,0.0057,1
2026-06-10 09:15:00+05:30,SUPREMEIND.NS,0.0457,0.4582,0.6542,0.6742,-0.0114,25
2026-06-11 09:15:00+05:30,SUPREMEIND.NS,0.4109,0.6087,0.17,-0.3774,-0.2737,18
2026-06-12 09:15:00+05:30,SUPREMEIND.NS,0.4762,16.123,-0.0942,-0.0971,-0.0314,1
2026-06-15 09:15:00+05:30,SUPREMEIND.NS,0.955,0.1608,-0.2319,-0.4498,-0.3157,30
2026-06-16 09:15:00+05:30,SUPREMEIND.NS,0.1182,0.5816,0.095,0.1425,0.2794,13
2026-06-17 09:15:00+05:30,SUPREMEIND.NS,0.3709,4.5755,-0.4765,-0.2439,-0.5105,3
2026-06-18 09:15:00+05:30,SUPREMEIND.NS,0.0,0.2183,-0.045,-0.2477,-0.2646,29
2026-06-19 09:15:00+05:30,SUPREMEIND.NS,0.4029,1.3964,-0.2516,-0.2373,0.2173,6
2026-06-22 09:15:00+05:30,SUPREMEIND.NS,0.5021,1.6683,0.6083,0.3336,0.042,15
2026-06-23 09:15:00+05:30,SUPREMEIND.NS,0.2871,3.5489,-0.5306,-0.2117,-0.2474,3
2026-06-24 09:15:00+05:30,SUPREMEIND.NS,0.2547,0.516,-1.0933,-1.5995,-0.906,22
2026-06-25 09:15:00+05:30,SUPREMEIND.NS,0.4381,1.3669,-1.03,-1.0816,-1.4431,9
2026-05-19 09:15:00+05:30,SUZLON.NS,0.2434,0.5787,0.0,-0.1124,0.1873,23
2026-05-20 09:15:00+05:30,SUZLON.NS,0.4354,1.5111,-0.1526,0.1717,0.0572,12
2026-05-21 09:15:00+05:30,SUZLON.NS,0.7599,0.8821,0.1126,0.1313,0.8443,17
2026-05-22 09:15:00+05:30,SUZLON.NS,0.8158,1.1755,-0.4117,-0.5988,-0.4117,8
2026-05-25 09:15:00+05:30,SUZLON.NS,1.5407,1.4001,-0.0733,0.0917,0.1283,12
2026-05-26 09:15:00+05:30,SUZLON.NS,0.3745,1.3917,0.3152,0.4079,2.1139,5
2026-05-27 09:15:00+05:30,SUZLON.NS,0.348,1.6439,-0.1991,-0.2715,0.5611,12
2026-05-29 09:15:00+05:30,SUZLON.NS,0.4329,0.9054,-0.4728,0.0,-0.07,25
2026-06-01 09:15:00+05:30,SUZLON.NS,0.2983,1.3578,-1.3526,-1.028,-1.8034,3
2026-06-02 09:15:00+05:30,SUZLON.NS,1.6558,0.3302,-0.3958,-0.0189,0.0377,29
2026-06-03 09:15:00+05:30,SUZLON.NS,0.2384,1.1474,0.3342,0.0557,-0.0743,6
2026-06-04 09:15:00+05:30,SUZLON.NS,0.2391,2.3136,-0.6107,-0.0898,-0.4491,6
2026-06-05 09:15:00+05:30,SUZLON.NS,0.5405,0.2588,-0.3585,-0.4123,-0.3764,28
2026-06-08 09:15:00+05:30,SUZLON.NS,1.8116,1.9095,-0.1445,-0.1987,-0.1806,8
2026-06-09 09:15:00+05:30,SUZLON.NS,0.8672,0.7083,-0.1279,-0.2192,0.0,19
2026-06-10 09:15:00+05:30,SUZLON.NS,0.0543,0.9522,0.0183,0.0731,0.0731,17
2026-06-11 09:15:00+05:30,SUZLON.NS,0.5,0.6701,0.5794,0.243,0.5794,16
2026-06-12 09:15:00+05:30,SUZLON.NS,1.1236,1.2103,0.3875,0.0369,0.6827,17
2026-06-15 09:15:00+05:30,SUZLON.NS,2.3771,1.0165,0.6403,0.0534,0.1601,20
2026-06-16 09:15:00+05:30,SUZLON.NS,0.5925,4.5968,0.2106,2.0709,2.7729,3
2026-06-17 09:15:00+05:30,SUZLON.NS,0.6218,0.2955,-0.5724,-0.052,0.052,29
2026-06-18 09:15:00+05:30,SUZLON.NS,0.0,0.9273,0.1018,-0.0339,-0.1696,17
2026-06-19 09:15:00+05:30,SUZLON.NS,0.0514,0.8091,-0.1191,-0.1701,0.5954,22
2026-06-22 09:15:00+05:30,SUZLON.NS,0.3373,0.9158,0.3038,0.0675,0.3376,20
2026-06-23 09:15:00+05:30,SUZLON.NS,0.3553,1.0091,-0.4224,-0.4224,-0.4393,15
2026-06-24 09:15:00+05:30,SUZLON.NS,0.0,0.7148,-0.6156,-0.9918,-0.8721,18
2026-06-25 09:15:00+05:30,SUZLON.NS,0.6219,1.344,-0.0172,-0.551,-0.9125,11
2026-05-19 09:15:00+05:30,VOLTAS.NS,0.0159,1.8696,0.0,-0.2261,0.4366,5
2026-05-20 09:15:00+05:30,VOLTAS.NS,0.5457,0.2323,-0.3007,-0.4241,-0.4934,30
2026-05-21 09:15:00+05:30,VOLTAS.NS,0.6328,1.288,-0.1625,-0.6112,-0.588,11
2026-05-22 09:15:00+05:30,VOLTAS.NS,0.0706,0.445,-0.2519,-0.3778,-0.2283,21
2026-05-25 09:15:00+05:30,VOLTAS.NS,1.2696,2.2205,0.1638,-0.0702,0.3977,9
2026-05-26 09:15:00+05:30,VOLTAS.NS,0.2174,0.4714,-0.2965,-0.3823,-0.0468,21
2026-05-27 09:15:00+05:30,VOLTAS.NS,0.11,1.7271,-0.4949,-0.5264,-0.9034,11
2026-05-29 09:15:00+05:30,VOLTAS.NS,0.095,1.0389,-0.2061,0.3408,0.2774,23
2026-06-01 09:15:00+05:30,VOLTAS.NS,0.024,0.8429,-0.3151,-0.3313,-0.2101,10
2026-06-02 09:15:00+05:30,VOLTAS.NS,0.7751,2.455,0.5198,0.8828,1.2706,5
2026-06-03 09:15:00+05:30,VOLTAS.NS,0.0564,0.3159,0.1794,0.0326,-0.1223,29
2026-06-04 09:15:00+05:30,VOLTAS.NS,0.5829,12.6746,1.9351,3.4816,2.3475,1
2026-06-05 09:15:00+05:30,VOLTAS.NS,0.3187,0.0878,0.6404,0.054,0.1929,30
2026-06-08 09:15:00+05:30,VOLTAS.NS,1.5405,1.1201,0.2805,1.5893,2.2904,13
2026-06-09 09:15:00+05:30,VOLTAS.NS,0.7323,1.6104,0.4407,0.5103,0.4562,9
2026-06-10 09:15:00+05:30,VOLTAS.NS,0.4525,0.6074,-0.054,1.4434,1.2658,24
2026-06-11 09:15:00+05:30,VOLTAS.NS,0.4883,1.0981,0.2417,-0.0546,0.3431,11
2026-06-12 09:15:00+05:30,VOLTAS.NS,1.4834,0.6537,-0.0155,-0.1163,-0.031,24
2026-06-15 09:15:00+05:30,VOLTAS.NS,2.4803,2.8522,0.274,0.1522,0.86,8
2026-06-16 09:15:00+05:30,VOLTAS.NS,0.2714,1.2513,0.135,0.0375,0.3,7
2026-06-17 09:15:00+05:30,VOLTAS.NS,0.128,3.9427,0.4908,0.5347,0.3662,4
2026-06-18 09:15:00+05:30,VOLTAS.NS,0.51,0.0996,-0.1701,-0.3771,0.5398,30
2026-06-19 09:15:00+05:30,VOLTAS.NS,0.1767,1.2161,-0.186,0.0223,0.186,10
2026-06-22 09:15:00+05:30,VOLTAS.NS,3.6688,11.4783,-2.4745,-2.5458,-3.0093,3
2026-06-23 09:15:00+05:30,VOLTAS.NS,0.1551,0.1056,-0.7669,-1.1914,-1.4743,30
2026-06-24 09:15:00+05:30,VOLTAS.NS,0.3171,0.6919,-0.2658,-0.6074,-0.6606,19
2026-06-25 09:15:00+05:30,VOLTAS.NS,0.267,1.3481,0.1669,0.1669,0.2883,10
