Round,Combination,Timeframe,Best Rank,Locked Filters,Factor,Operator,Threshold Value,Filter,60,120,180,365,730,Baseline,Score,Improvement %,Trades,Coverage,Win Rate,Avg Return
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,>,-0.5258,VWAP_Distance>-0.5258,0.192,0.208,0.168,0.07,0.013,0.14,0.174,24.03,34,3.1,55.88,0.192
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,>,-0.386,VWAP_Distance>-0.386,0.166,0.21,0.161,0.052,0.012,0.14,0.161,14.98,30,2.9,53.33,0.166
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,>,-0.3068,VWAP_Distance>-0.3068,0.182,0.224,0.158,0.059,0.018,0.14,0.171,22.34,28,2.87,53.57,0.182
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,>,-0.2523,VWAP_Distance>-0.2523,0.203,0.236,0.179,0.069,0.013,0.14,0.188,34.15,24,2.62,54.17,0.203
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,-0.2064,VWAP_Distance<-0.2064,0.062,-0.026,0.026,0.029,-0.008,0.14,0.023,-83.29,22,7.86,50.0,0.062
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,-0.1678,VWAP_Distance<-0.1678,0.07,-0.028,0.03,0.029,-0.014,0.14,0.027,-80.9,23,6.93,52.17,0.07
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,-0.13,VWAP_Distance<-0.13,0.053,0.007,0.079,0.051,0.002,0.14,0.044,-68.47,26,6.72,50.0,0.053
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,-0.0972,VWAP_Distance<-0.0972,0.104,0.031,0.093,0.059,0.013,0.14,0.073,-47.96,27,6.11,51.85,0.104
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,-0.0635,VWAP_Distance<-0.0635,0.096,0.001,0.074,0.035,0.004,0.14,0.054,-61.29,28,5.69,50.0,0.096
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,-0.0274,VWAP_Distance<-0.0274,0.097,0.003,0.068,0.039,0.007,0.14,0.054,-61.21,32,5.63,50.0,0.097
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.0074,VWAP_Distance<0.0074,0.097,0.002,0.06,0.017,0.005,0.14,0.049,-64.87,32,5.05,50.0,0.097
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.0454,VWAP_Distance<0.0454,0.136,0.047,0.08,0.027,0.006,0.14,0.082,-41.57,34,4.93,52.94,0.136
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.0835,VWAP_Distance<0.0835,0.126,0.054,0.084,0.044,0.015,0.14,0.084,-40.18,35,4.67,51.43,0.126
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.1241,VWAP_Distance<0.1241,0.126,0.054,0.096,0.048,0.017,0.14,0.087,-37.9,35,4.35,51.43,0.126
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.1664,VWAP_Distance<0.1664,0.126,0.069,0.094,0.045,0.019,0.14,0.09,-35.36,35,4.09,51.43,0.126
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.216,VWAP_Distance<0.216,0.148,0.085,0.095,0.049,0.021,0.14,0.104,-25.94,36,3.9,52.78,0.148
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.2731,VWAP_Distance<0.2731,0.145,0.081,0.095,0.055,0.02,0.14,0.102,-26.8,37,3.76,54.05,0.145
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.3524,VWAP_Distance<0.3524,0.145,0.088,0.096,0.051,0.015,0.14,0.104,-25.66,37,3.59,54.05,0.145
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,VWAP_Distance,<,0.4995,VWAP_Distance<0.4995,0.145,0.088,0.096,0.044,0.003,0.14,0.103,-26.36,37,3.39,54.05,0.145
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.4617,Previous_Day_Return>-0.4617,0.145,0.132,0.139,0.072,0.02,0.14,0.129,-7.95,37,3.37,54.05,0.145
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.3387,Previous_Day_Return>-0.3387,0.134,0.13,0.133,0.073,0.023,0.14,0.123,-11.82,36,3.43,52.78,0.134
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.2697,Previous_Day_Return>-0.2697,0.122,0.123,0.126,0.053,-0.006,0.14,0.113,-19.38,32,3.2,53.12,0.122
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.2118,Previous_Day_Return>-0.2118,0.089,0.107,0.096,0.013,-0.022,0.14,0.084,-39.85,30,3.14,50.0,0.089
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.1657,Previous_Day_Return>-0.1657,0.054,0.036,0.039,0.004,-0.039,0.14,0.038,-72.71,26,2.89,46.15,0.054
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.1279,Previous_Day_Return>-0.1279,0.018,0.014,0.038,0.015,-0.034,0.14,0.021,-85.27,22,2.55,45.45,0.018
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.0941,Previous_Day_Return>-0.0941,0.007,0.016,0.029,0.015,-0.019,0.14,0.015,-89.26,20,2.48,45.0,0.007
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.0636,Previous_Day_Return>-0.0636,0.007,0.016,0.059,0.042,-0.004,0.14,0.025,-82.11,20,2.63,45.0,0.007
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,>,-0.0327,Previous_Day_Return>-0.0327,0.007,0.007,0.035,0.039,-0.011,0.14,0.017,-87.58,20,2.83,45.0,0.007
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,-0.0058,Previous_Day_Return<-0.0058,0.338,0.247,0.198,0.055,-0.001,0.14,0.24,71.59,20,4.16,60.0,0.338
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.0166,Previous_Day_Return<0.0166,0.276,0.222,0.16,0.042,-0.002,0.14,0.202,44.07,22,4.1,54.55,0.276
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.0426,Previous_Day_Return<0.0426,0.27,0.224,0.167,0.047,-0.001,0.14,0.202,44.4,23,3.86,56.52,0.27
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.0746,Previous_Day_Return<0.0746,0.252,0.219,0.157,0.042,0.002,0.14,0.192,36.79,24,3.71,54.17,0.252
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.1054,Previous_Day_Return<0.1054,0.245,0.238,0.166,0.052,0.009,0.14,0.198,41.46,26,3.66,57.69,0.245
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.14,Previous_Day_Return<0.14,0.245,0.215,0.168,0.051,0.009,0.14,0.192,36.92,29,3.75,58.62,0.245
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.185,Previous_Day_Return<0.185,0.214,0.186,0.152,0.047,-0.0,0.14,0.168,20.04,32,3.81,56.25,0.214
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.2425,Previous_Day_Return<0.2425,0.209,0.175,0.149,0.049,0.005,0.14,0.163,16.14,33,3.66,57.58,0.209
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.3158,Previous_Day_Return<0.3158,0.209,0.155,0.136,0.049,0.002,0.14,0.154,10.08,33,3.35,57.58,0.209
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,Previous_Day_Return,<,0.458,Previous_Day_Return<0.458,0.167,0.125,0.12,0.056,0.006,0.14,0.128,-8.39,37,3.5,54.05,0.167
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,>,-1.7851,RS_60>-1.7851,0.133,0.093,0.085,0.036,0.002,0.14,0.097,-30.93,34,3.17,52.94,0.133
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,>,-1.1969,RS_60>-1.1969,0.129,0.126,0.11,0.037,0.001,0.14,0.111,-20.98,33,3.29,51.52,0.129
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,>,-0.9006,RS_60>-0.9006,0.056,0.087,0.108,0.036,0.013,0.14,0.073,-48.18,27,2.86,40.74,0.056
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,>,-0.6961,RS_60>-0.6961,0.065,0.095,0.115,0.033,0.017,0.14,0.079,-43.43,24,2.7,41.67,0.065
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,>,-0.5438,RS_60>-0.5438,0.016,0.072,0.092,0.014,0.007,0.14,0.048,-65.88,21,2.52,33.33,0.016
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,>,-0.4051,RS_60>-0.4051,0.047,0.094,0.114,0.033,0.027,0.14,0.072,-48.28,20,2.54,35.0,0.047
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,-0.2751,RS_60<-0.2751,0.272,0.204,0.134,0.106,-0.03,0.14,0.199,42.29,23,5.53,69.57,0.272
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,-0.1626,RS_60<-0.1626,0.212,0.179,0.144,0.09,-0.03,0.14,0.17,21.66,26,5.6,61.54,0.212
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,-0.0566,RS_60<-0.0566,0.212,0.179,0.177,0.095,-0.026,0.14,0.178,26.8,26,5.01,61.54,0.212
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.041,RS_60<0.041,0.198,0.178,0.176,0.088,-0.028,0.14,0.171,22.03,27,4.7,59.26,0.198
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.1437,RS_60<0.1437,0.205,0.186,0.17,0.089,-0.019,0.14,0.175,25.07,29,4.65,58.62,0.205
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.2436,RS_60<0.2436,0.184,0.165,0.158,0.08,-0.015,0.14,0.157,12.31,31,4.57,58.06,0.184
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.3531,RS_60<0.3531,0.164,0.164,0.157,0.071,-0.024,0.14,0.149,6.11,33,4.43,54.55,0.164
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.4693,RS_60<0.4693,0.2,0.158,0.156,0.074,-0.017,0.14,0.16,14.17,37,4.6,56.76,0.2
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.5933,RS_60<0.5933,0.2,0.14,0.132,0.066,-0.018,0.14,0.149,6.12,37,4.32,56.76,0.2
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.7473,RS_60<0.7473,0.2,0.14,0.132,0.061,-0.015,0.14,0.148,5.62,37,4.0,56.76,0.2
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,0.9512,RS_60<0.9512,0.189,0.135,0.123,0.057,-0.005,0.14,0.14,-0.26,38,3.89,55.26,0.189
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,1.2435,RS_60<1.2435,0.189,0.147,0.131,0.062,0.003,0.14,0.145,3.84,38,3.66,55.26,0.189
1,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,,RS_60,<,1.8469,RS_60<1.8469,0.189,0.14,0.126,0.06,-0.0,0.14,0.142,1.55,38,3.51,55.26,0.189
2,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,Previous_Day_Return<-0.0058,RS_60,<,0.9512,RS_60<0.9512,0.338,0.251,0.199,0.053,-0.006,0.24,0.241,0.62,20,4.71,60.0,0.338
2,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,Previous_Day_Return<-0.0058,RS_60,<,1.2435,RS_60<1.2435,0.338,0.262,0.207,0.057,0.004,0.24,0.247,2.85,20,4.45,60.0,0.338
2,VWAP_Distance + Previous_Day_Return + RS_60,60 Min,24,Previous_Day_Return<-0.0058,RS_60,<,1.8469,RS_60<1.8469,0.338,0.262,0.207,0.057,-0.0,0.24,0.247,2.85,20,4.32,60.0,0.338
